user_id,signup_date,city_tier,acquisition_channel
7148,2024-09-18,Tier 2,Google Ads
7149,2024-05-04,Tier 2,Organic
7150,2024-11-02,Tier 1,Influencer
7151,2024-09-23,Tier 3,Influencer
7152,2024-05-19,Tier 1,Influencer
7153,2024-11-24,Tier 2,Referral
7154,2024-01-02,Tier 3,Google Ads
7155,2024-01-08,Tier 1,Google Ads
7156,2024-09-06,Tier 2,Google Ads
7157,2024-05-18,Tier 3,Google Ads
7158,2024-05-03,Tier 3,Referral
7159,2024-11-04,Tier 3,Influencer
7160,2024-08-15,Tier 1,Referral
7161,2024-01-10,Tier 2,Influencer
7162,2024-07-30,Tier 1,Influencer
7163,2024-04-21,Tier 1,Google Ads
7164,2024-01-08,Tier 1,Google Ads
7165,2024-10-18,Tier 1,Referral
7166,2024-12-27,Tier 3,Google Ads
7167,2024-09-09,Tier 1,Organic
7168,2024-01-14,Tier 2,Google Ads
7169,2024-08-27,Tier 2,Influencer
7170,2024-08-29,Tier 2,Organic
7171,2024-12-07,Tier 3,Referral
7172,2024-05-28,Tier 1,Influencer
7173,2024-08-23,Tier 2,Referral
7174,2024-11-01,Tier 2,Referral
7175,2024-06-15,Tier 1,Referral
7176,2024-01-20,Tier 2,Google Ads
7177,2024-08-03,Tier 3,Organic
7178,2024-12-08,Tier 1,Influencer
7179,2024-05-14,Tier 1,Google Ads
7180,2024-05-08,Tier 1,Referral
7181,2024-10-20,Tier 3,Google Ads
7182,2024-09-02,Tier 2,Organic
7183,2024-07-07,Tier 2,Influencer
7184,2024-02-13,Tier 2,Influencer
7185,2024-03-26,Tier 3,Organic
7186,2024-02-13,Tier 3,Influencer
7187,2024-11-25,Tier 3,Referral
7188,2024-05-24,Tier 3,Google Ads
7189,2024-02-20,Tier 2,Referral
7190,2024-08-29,Tier 2,Organic
7191,2024-10-20,Tier 3,Referral
7192,2024-02-20,Tier 3,Organic
7193,2024-09-22,Tier 1,Google Ads
7194,2024-04-29,Tier 1,Referral
7195,2024-07-18,Tier 3,Influencer
7196,2024-09-04,Tier 1,Referral
7197,2024-03-10,Tier 3,Organic
7198,2024-12-06,Tier 2,Influencer
7199,2024-02-26,Tier 1,Referral
7200,2024-02-08,Tier 1,Referral
7201,2024-10-15,Tier 1,Organic
7202,2024-01-18,Tier 1,Influencer
7203,2024-08-07,Tier 2,Influencer
7204,2024-11-08,Tier 2,Influencer
7205,2024-08-31,Tier 3,Influencer
7206,2024-12-17,Tier 2,Google Ads
7207,2024-10-30,Tier 2,Influencer
7208,2024-10-24,Tier 2,Google Ads
7209,2024-10-09,Tier 2,Organic
7210,2024-03-14,Tier 2,Referral
7211,2024-04-19,Tier 1,Referral
7212,2024-06-28,Tier 1,Organic
7213,2024-02-01,Tier 1,Organic
7214,2024-08-21,Tier 1,Organic
7215,2024-10-08,Tier 2,Google Ads
7216,2024-01-25,Tier 1,Organic
7217,2024-11-26,Tier 3,Organic
7218,2024-10-05,Tier 3,Google Ads
7219,2024-08-13,Tier 3,Influencer
7220,2024-02-26,Tier 3,Influencer
7221,2024-06-28,Tier 1,Google Ads
7222,2024-08-19,Tier 2,Influencer
7223,2024-12-08,Tier 1,Referral
7224,2024-10-13,Tier 3,Google Ads
7225,2024-03-04,Tier 3,Google Ads
7226,2024-08-19,Tier 3,Google Ads
7227,2024-10-15,Tier 2,Organic
7228,2024-07-31,Tier 3,Google Ads
7229,2024-09-14,Tier 1,Google Ads
7230,2024-01-18,Tier 1,Google Ads
7231,2024-06-23,Tier 3,Influencer
7232,2024-08-16,Tier 2,Google Ads
7233,2024-08-13,Tier 3,Referral
7234,2024-03-24,Tier 1,Referral
7235,2024-10-17,Tier 3,Influencer
7236,2024-09-02,Tier 2,Google Ads
7237,2024-04-19,Tier 3,Influencer
7238,2024-09-10,Tier 3,Influencer
7239,2024-03-28,Tier 3,Referral
7240,2024-03-12,Tier 1,Referral
7241,2024-01-30,Tier 3,Organic
7242,2024-06-20,Tier 1,Influencer
7243,2024-11-04,Tier 1,Organic
7244,2024-12-08,Tier 2,Referral
7245,2024-06-25,Tier 3,
7246,2024-05-18,Tier 2,Google Ads
7247,2024-07-12,Tier 3,Referral
7248,2024-07-04,Tier 2,Influencer
7249,2024-08-05,Tier 1,Google Ads
7250,2024-06-12,Tier 3,Influencer
7251,2024-06-09,Tier 1,Referral
7252,2024-01-13,Tier 3,Organic
7253,2024-10-22,Tier 1,Organic
7254,2024-03-29,Tier 2,Referral
7255,2024-11-19,Tier 2,Organic
7256,2024-02-11,Tier 1,Google Ads
7257,2024-07-28,Tier 2,Organic
7258,2024-08-16,Tier 1,Google Ads
7259,2024-12-15,Tier 1,
7260,2024-10-01,Tier 1,Google Ads
7261,2024-10-05,Tier 2,Organic
7262,2024-09-07,Tier 3,Organic
7263,2024-11-05,Tier 2,Google Ads
7264,2024-07-26,Tier 3,Organic
7265,2024-11-16,Tier 2,Referral
7266,2024-05-19,Tier 2,Referral
7267,2024-10-06,Tier 2,Organic
7268,2024-02-03,Tier 2,Google Ads
7269,2024-11-04,Tier 2,Google Ads
7270,2024-01-18,Tier 1,Google Ads
7271,2024-02-26,Tier 3,Referral
7272,2024-04-21,Tier 3,Google Ads
7273,2024-01-05,Tier 1,Google Ads
7274,2024-06-30,Tier 3,Influencer
7275,2024-01-13,Tier 1,Organic
7276,2024-12-04,Tier 1,Referral
7277,2024-10-11,Tier 1,Google Ads
7278,2024-09-15,Tier 3,Google Ads
7279,2024-03-30,Tier 3,Referral
7280,2024-04-13,Tier 3,Referral
7281,2024-07-04,Tier 1,Google Ads
7282,2024-09-06,Tier 2,Referral
7283,2024-09-11,Tier 2,Influencer
7284,2024-03-16,Tier 1,Influencer
7285,2024-04-17,Tier 2,Referral
7286,2024-06-04,Tier 1,Influencer
7287,2024-03-22,Tier 1,Organic
7288,2024-03-17,Tier 2,Google Ads
7289,2024-09-14,Tier 2,Organic
7290,2024-05-06,Tier 1,Organic
7291,2024-10-08,Tier 1,Google Ads
7292,2024-03-28,Tier 1,Referral
7293,2024-07-22,Tier 1,Google Ads
7294,2024-01-16,Tier 1,Referral
7295,2024-05-30,Tier 2,Google Ads
7296,2024-09-10,Tier 2,Google Ads
7297,2024-07-06,Tier 2,Organic
7298,2024-11-24,Tier 3,Google Ads
7299,2024-02-01,Tier 2,Google Ads
7300,2024-09-27,Tier 1,Referral
7301,2024-01-05,Tier 1,Organic
7302,2024-11-25,Tier 3,Organic
7303,2024-11-03,Tier 1,Referral
7304,2024-11-28,Tier 1,Google Ads
7305,2024-06-17,Tier 1,
7306,2024-06-29,Tier 2,Organic
7307,2024-12-31,Tier 2,Google Ads
7308,2024-06-26,Tier 3,Influencer
7309,2024-05-22,Tier 3,Influencer
7310,2024-12-27,Tier 2,Referral
7311,2024-09-04,Tier 2,Organic
7312,2024-05-06,Tier 1,Referral
7313,2024-09-19,Tier 1,Organic
7314,2024-02-09,Tier 1,Google Ads
7315,2024-12-20,Tier 1,Organic
7316,2024-09-11,Tier 1,Influencer
7317,2024-05-22,Tier 1,Referral
7318,2024-08-27,Tier 1,Referral
7319,2024-08-15,Tier 3,Referral
7320,2024-12-06,Tier 2,Organic
7321,2024-07-16,Tier 3,Google Ads
7322,2024-03-05,Tier 2,Referral
7323,2024-01-11,Tier 2,Referral
7324,2024-04-17,Tier 1,
7325,2024-01-26,Tier 1,Organic
7326,2024-05-30,Tier 1,Influencer
7327,2024-08-08,Tier 3,Google Ads
7328,2024-12-06,Tier 3,Referral
7329,2024-08-24,Tier 1,Google Ads
7330,2024-08-24,Tier 1,Influencer
7331,2024-08-06,Tier 2,Organic
7332,2024-05-30,Tier 1,Referral
7333,2024-05-02,Tier 2,Referral
7334,2024-05-23,Tier 1,Organic
7335,2024-07-07,Tier 2,Organic
7336,2024-09-11,Tier 1,Influencer
7337,2024-03-08,Tier 2,
7338,2024-04-13,Tier 1,Organic
7339,2024-12-01,Tier 2,Influencer
7340,2024-06-07,Tier 3,Referral
7341,2024-11-04,Tier 1,Organic
7342,2024-12-27,Tier 3,Referral
7343,2024-10-26,Tier 3,Google Ads
7344,2024-03-30,Tier 3,Influencer
7345,2024-12-22,Tier 3,Referral
7346,2024-09-12,Tier 2,Influencer
7347,2024-12-18,Tier 3,Organic
7348,2024-08-07,Tier 1,Referral
7349,2024-01-09,Tier 2,Organic
7350,2024-01-12,Tier 3,Organic
7351,2024-11-20,Tier 3,Referral
7352,2024-08-31,Tier 3,Organic
7353,2024-06-30,Tier 3,Referral
7354,2024-10-10,Tier 3,Influencer
7355,2024-11-07,Tier 2,Google Ads
7356,2024-04-08,Tier 3,Organic
7357,2024-07-15,Tier 2,Referral
7358,2024-12-31,Tier 3,Influencer
7359,2024-08-13,Tier 3,Referral
7360,2024-11-28,Tier 3,Referral
7361,2024-04-12,Tier 2,
7362,2024-04-15,Tier 1,Organic
7363,2024-12-30,Tier 1,Referral
7364,2024-02-27,Tier 3,Organic
7365,2024-03-18,Tier 2,Influencer
7366,2024-03-15,Tier 1,Google Ads
7367,2024-02-11,Tier 1,Google Ads
7368,2024-11-19,Tier 3,Influencer
7369,2024-06-29,Tier 3,Influencer
7370,2024-02-02,Tier 3,Referral
7371,2024-03-11,Tier 2,Influencer
7372,2024-02-25,Tier 2,Influencer
7373,2024-04-14,Tier 1,Influencer
7374,2024-07-18,Tier 1,Influencer
7375,2024-04-10,Tier 3,Referral
7376,2024-09-12,Tier 1,Referral
7377,2024-11-02,Tier 2,Organic
7378,2024-03-14,Tier 2,Organic
7379,2024-06-19,Tier 2,Organic
7380,2024-05-22,Tier 3,Organic
7381,2024-06-14,Tier 1,Google Ads
7382,2024-09-17,Tier 3,Organic
7383,2024-08-08,Tier 1,Influencer
7384,2024-03-23,Tier 1,Influencer
7385,2024-06-30,Tier 2,Organic
7386,2024-11-02,Tier 1,Organic
7387,2024-01-10,Tier 3,Influencer
7388,2024-01-04,Tier 2,Influencer
7389,2024-12-16,Tier 1,Influencer
7390,2024-12-01,Tier 1,Influencer
7391,2024-10-18,Tier 2,Influencer
7392,2024-10-07,Tier 3,Google Ads
7393,2024-08-02,Tier 2,Organic
7394,2024-04-07,Tier 2,Influencer
7395,2024-04-10,Tier 3,Organic
7396,2024-01-09,Tier 2,Influencer
7397,2024-03-01,Tier 1,Google Ads
7398,2024-11-04,Tier 2,Influencer
7399,2024-05-25,Tier 2,Organic
7400,2024-03-03,Tier 2,Google Ads
7401,2024-04-30,Tier 2,Referral
7402,2024-08-13,Tier 3,Influencer
7403,2024-04-14,Tier 1,Organic
7404,2024-09-16,Tier 3,Influencer
7405,2024-12-14,Tier 2,Influencer
7406,2024-09-11,Tier 2,Referral
7407,2024-07-25,Tier 1,Influencer
7408,2024-01-28,Tier 2,Referral
7409,2024-06-18,Tier 3,Organic
7410,2024-12-01,Tier 2,Organic
7411,2024-03-16,Tier 1,Influencer
7412,2024-04-25,Tier 2,Referral
7413,2024-03-09,Tier 1,Organic
7414,2024-12-19,Tier 3,Referral
7415,2024-08-21,Tier 3,Google Ads
7416,2024-01-01,Tier 1,Organic
7417,2024-06-15,Tier 3,Google Ads
7418,2024-12-17,Tier 3,Organic
7419,2024-08-05,Tier 2,Organic
7420,2024-09-29,Tier 2,Google Ads
7421,2024-09-07,Tier 2,Referral
7422,2024-12-12,Tier 2,Organic
7423,2024-12-09,Tier 1,Google Ads
7424,2024-06-22,Tier 1,Organic
7425,2024-06-18,Tier 2,Organic
7426,2024-09-02,Tier 1,Organic
7427,2024-03-30,Tier 3,Organic
7428,2024-02-18,Tier 1,Organic
7429,2024-10-20,Tier 2,Influencer
7430,2024-05-29,Tier 3,Google Ads
7431,2024-05-11,Tier 2,Organic
7432,2024-02-28,Tier 2,Organic
7433,2024-11-19,Tier 3,Organic
7434,2024-07-17,Tier 3,Influencer
7435,2024-08-02,Tier 1,Google Ads
7436,2024-02-18,Tier 2,Organic
7437,2024-08-19,Tier 3,Google Ads
7438,2024-09-03,Tier 2,Referral
7439,2024-08-26,Tier 2,Organic
7440,2024-06-16,Tier 1,Referral
7441,2024-02-17,Tier 1,Google Ads
7442,2024-02-20,Tier 2,Organic
7443,2024-10-25,Tier 3,Referral
7444,2024-04-07,Tier 3,Referral
7445,2024-08-03,Tier 3,Referral
7446,2024-06-25,Tier 1,Google Ads
7447,2024-03-20,Tier 1,Google Ads
7448,2024-07-03,Tier 3,Google Ads
7449,2024-01-27,Tier 1,Referral
7450,2024-07-13,Tier 1,Referral
7451,2024-08-01,Tier 3,Organic
7452,2024-12-07,Tier 2,Referral
7453,2024-04-23,Tier 1,Referral
7454,2024-08-29,Tier 3,Google Ads
7455,2024-05-03,Tier 3,Influencer
7456,2024-10-31,Tier 1,Influencer
7457,2024-03-16,Tier 3,Organic
7458,2024-11-06,Tier 2,Influencer
7459,2024-11-07,Tier 2,Google Ads
7460,2024-07-14,Tier 3,Referral
7461,2024-12-16,Tier 3,Influencer
7462,2024-02-13,Tier 1,Google Ads
7463,2024-07-04,Tier 1,Google Ads
7464,2024-12-08,Tier 1,Influencer
7465,2024-09-02,Tier 2,Organic
7466,2024-03-24,Tier 1,Organic
7467,2024-07-25,Tier 2,Google Ads
7468,2024-05-30,Tier 1,Influencer
7469,2024-06-04,Tier 2,Influencer
7470,2024-01-16,Tier 1,Organic
7471,2024-06-13,Tier 3,Influencer
7472,2024-05-24,Tier 1,Organic
7473,2024-02-06,Tier 1,Influencer
7474,2024-11-28,Tier 3,Referral
7475,2024-02-14,Tier 2,Organic
7476,2024-07-24,Tier 1,Organic
7477,2024-03-02,Tier 1,Organic
7478,2024-12-21,Tier 2,Organic
7479,2024-11-03,Tier 2,Influencer
7480,2024-01-19,Tier 3,Organic
7481,2024-12-30,Tier 2,Influencer
7482,2024-10-26,Tier 1,Referral
7483,2024-01-07,Tier 2,Referral
7484,2024-09-05,Tier 2,Organic
7485,2024-04-26,Tier 3,Influencer
7486,2024-03-08,Tier 1,Referral
7487,2024-02-03,Tier 2,Influencer
7488,2024-07-12,Tier 1,Influencer
7489,2024-11-20,Tier 2,Organic
7490,2024-02-24,Tier 3,Organic
7491,2024-09-22,Tier 2,Influencer
7492,2024-02-11,Tier 3,Influencer
7493,2024-10-23,Tier 2,Referral
7494,2024-08-18,Tier 3,Google Ads
7495,2024-01-10,Tier 3,Referral
7496,2024-12-23,Tier 1,Google Ads
7497,2024-05-07,Tier 1,Organic
7498,2024-06-27,Tier 2,Google Ads
7499,2024-07-11,Tier 1,Organic
7500,2024-04-01,Tier 2,Google Ads
7501,2024-08-18,Tier 2,Influencer
7502,2024-03-18,Tier 3,Influencer
7503,2024-03-25,Tier 2,Influencer
7504,2024-01-30,Tier 3,Influencer
7505,2024-07-31,Tier 3,Google Ads
7506,2024-02-18,Tier 3,Influencer
7507,2024-09-21,Tier 1,Influencer
7508,2024-05-24,Tier 2,Influencer
7509,2024-03-09,Tier 1,Referral
7510,2024-02-27,Tier 2,Organic
7511,2024-07-03,Tier 2,Organic
7512,2024-03-02,Tier 3,Organic
7513,2024-11-03,Tier 2,Influencer
7514,2024-10-22,Tier 2,Google Ads
7515,2024-06-14,Tier 3,Influencer
7516,2024-06-19,Tier 1,Google Ads
7517,2024-03-03,Tier 2,Referral
7518,2024-05-26,Tier 3,Organic
7519,2024-11-01,Tier 1,Organic
7520,2024-06-09,Tier 2,Google Ads
7521,2024-05-20,Tier 1,Referral
7522,2024-11-29,Tier 3,Organic
7523,2024-04-06,Tier 1,Influencer
7524,2024-08-08,Tier 1,Google Ads
7525,2024-02-12,Tier 2,Influencer
7526,2024-10-18,Tier 1,Organic
7527,2024-04-17,Tier 1,Referral
7528,2024-09-22,Tier 2,Organic
7529,2024-04-04,Tier 2,Influencer
7530,2024-09-18,Tier 2,Google Ads
7531,2024-11-08,Tier 2,Referral
7532,2024-03-11,Tier 2,Influencer
7533,2024-08-06,Tier 2,Organic
7534,2024-01-21,Tier 1,Organic
7535,2024-04-01,Tier 1,Influencer
7536,2024-05-06,Tier 3,Referral
7537,2024-03-20,Tier 3,Organic
7538,2024-11-07,Tier 1,Google Ads
7539,2024-08-25,Tier 2,Organic
7540,2024-06-30,Tier 2,Organic
7541,2024-01-25,Tier 2,Google Ads
7542,2024-06-04,Tier 2,Influencer
7543,2024-01-05,Tier 1,Google Ads
7544,2024-04-29,Tier 2,Referral
7545,2024-10-03,Tier 1,Influencer
7546,2024-01-18,Tier 2,Google Ads
7547,2024-07-16,Tier 3,Referral
7548,2024-02-26,Tier 2,Influencer
7549,2024-04-02,Tier 1,Organic
7550,2024-01-19,Tier 3,Google Ads
7551,2024-12-18,Tier 3,Influencer
7552,2024-07-11,Tier 3,Influencer
7553,2024-08-24,Tier 2,Organic
7554,2024-10-03,Tier 1,Organic
7555,2024-08-14,Tier 3,
7556,2024-08-20,Tier 2,Google Ads
7557,2024-02-09,Tier 3,Google Ads
7558,2024-11-18,Tier 1,Referral
7559,2024-06-01,Tier 1,Influencer
7560,2024-05-06,Tier 3,Google Ads
7561,2024-08-24,Tier 2,Influencer
7562,2024-02-24,Tier 1,Organic
7563,2024-06-20,Tier 1,Organic
7564,2024-04-18,Tier 2,Google Ads
7565,2024-12-19,Tier 1,Organic
7566,2024-07-02,Tier 2,Google Ads
7567,2024-07-16,Tier 2,Influencer
7568,2024-03-27,Tier 3,Organic
7569,2024-07-19,Tier 2,Referral
7570,2024-12-02,Tier 3,Google Ads
7571,2024-11-17,Tier 1,Organic
7572,2024-10-01,Tier 2,Referral
7573,2024-07-29,Tier 1,Influencer
7574,2024-04-27,Tier 2,Google Ads
7575,2024-07-09,Tier 3,Referral
7576,2024-02-11,Tier 3,Influencer
7577,2024-02-11,Tier 2,Influencer
7578,2024-11-10,Tier 2,Organic
7579,2024-10-02,Tier 3,Referral
7580,2024-11-24,Tier 3,Google Ads
7581,2024-01-17,Tier 3,Referral
7582,2024-10-09,Tier 2,Google Ads
7583,2024-09-14,Tier 3,Organic
7584,2024-03-03,Tier 1,Referral
7585,2024-03-02,Tier 1,Google Ads
7586,2024-04-09,Tier 1,Google Ads
7587,2024-01-19,Tier 1,Influencer
7588,2024-01-17,Tier 3,Influencer
7589,2024-11-20,Tier 3,Google Ads
7590,2024-09-02,Tier 3,Google Ads
7591,2024-09-07,Tier 2,Google Ads
7592,2024-03-21,Tier 2,Google Ads
7593,2024-02-08,Tier 2,Influencer
7594,2024-02-05,Tier 2,Referral
7595,2024-07-15,Tier 3,Organic
7596,2024-06-06,Tier 2,Google Ads
7597,2024-07-22,Tier 2,Referral
7598,2024-07-14,Tier 2,Referral
7599,2024-08-03,Tier 3,Referral
7600,2024-10-11,Tier 1,Organic
7601,2024-07-14,Tier 2,Organic
7602,2024-11-02,Tier 3,Google Ads
7603,2024-05-31,Tier 2,Google Ads
7604,2024-01-14,Tier 3,Organic
7605,2024-11-20,Tier 1,Influencer
7606,2024-05-25,Tier 2,Google Ads
7607,2024-02-26,Tier 3,Influencer
7608,2024-07-29,Tier 2,Organic
7609,2024-09-24,Tier 2,Organic
7610,2024-07-28,Tier 1,Google Ads
7611,2024-01-17,Tier 1,Organic
7612,2024-10-12,Tier 2,Influencer
7613,2024-12-09,Tier 1,Organic
7614,2024-07-21,Tier 3,Google Ads
7615,2024-04-08,Tier 3,Influencer
7616,2024-10-05,Tier 1,Google Ads
7617,2024-07-27,Tier 2,Organic
7618,2024-05-08,Tier 2,Google Ads
7619,2024-11-30,Tier 1,Google Ads
7620,2024-10-14,Tier 1,Organic
7621,2024-09-08,Tier 2,Google Ads
7622,2024-09-21,Tier 2,Influencer
7623,2024-09-27,Tier 2,Influencer
7624,2024-07-06,Tier 2,Organic
7625,2024-08-01,Tier 3,Organic
7626,2024-10-09,Tier 3,Organic
7627,2024-07-29,Tier 2,Referral
7628,2024-12-30,Tier 3,Google Ads
7629,2024-03-16,Tier 1,Influencer
7630,2024-05-27,Tier 3,Referral
7631,2024-11-16,Tier 2,Organic
7632,2024-07-31,Tier 3,Referral
7633,2024-04-18,Tier 2,Organic
7634,2024-05-08,Tier 1,Organic
7635,2024-01-10,Tier 2,Organic
7636,2024-02-16,Tier 2,Organic
7637,2024-11-10,Tier 2,Referral
7638,2024-04-05,Tier 2,Referral
7639,2024-04-12,Tier 3,Organic
7640,2024-12-07,Tier 2,Influencer
7641,2024-05-25,Tier 2,Google Ads
7642,2024-01-27,Tier 1,Organic
7643,2024-08-07,Tier 3,Organic
7644,2024-01-18,Tier 3,Referral
7645,2024-06-15,Tier 3,Influencer
7646,2024-03-22,Tier 1,Referral
7647,2024-03-12,Tier 2,Influencer
7648,2024-11-05,Tier 1,Google Ads
7649,2024-09-10,Tier 2,Google Ads
7650,2024-06-10,Tier 1,Google Ads
7651,2024-11-22,Tier 2,Referral
7652,2024-02-07,Tier 2,Google Ads
7653,2024-07-19,Tier 2,Influencer
7654,2024-07-18,Tier 2,Organic
7655,2024-09-11,Tier 3,Google Ads
7656,2024-06-27,Tier 1,Google Ads
7657,2024-02-04,Tier 3,
7658,2024-03-22,Tier 1,Organic
7659,2024-08-07,Tier 1,Google Ads
7660,2024-06-06,Tier 1,Google Ads
7661,2024-01-04,Tier 3,Referral
7662,2024-06-15,Tier 2,Influencer
7663,2024-07-22,Tier 3,Referral
7664,2024-07-12,Tier 2,
7665,2024-08-22,Tier 1,Influencer
7666,2024-07-24,Tier 2,Influencer
7667,2024-05-29,Tier 1,Organic
7668,2024-06-07,Tier 3,Organic
7669,2024-10-05,Tier 1,Google Ads
7670,2024-10-30,Tier 1,Google Ads
7671,2024-06-14,Tier 3,Influencer
7672,2024-11-06,Tier 3,Influencer
7673,2024-03-08,Tier 2,Influencer
7674,2024-03-28,Tier 3,Organic
7675,2024-08-04,Tier 1,Referral
7676,2024-01-01,Tier 3,Organic
7677,2024-05-14,Tier 2,Organic
7678,2024-07-03,Tier 1,Referral
7679,2024-12-16,Tier 1,Organic
7680,2024-05-19,Tier 1,Referral
7681,2024-04-15,Tier 2,Referral
7682,2024-05-12,Tier 1,Influencer
7683,2024-04-17,Tier 2,Organic
7684,2024-06-26,Tier 3,
7685,2024-10-24,Tier 1,Influencer
7686,2024-12-23,Tier 2,Influencer
7687,2024-12-24,Tier 2,Influencer
7688,2024-05-25,Tier 3,Referral
7689,2024-03-14,Tier 2,Google Ads
7690,2024-04-17,Tier 2,Referral
7691,2024-05-01,Tier 2,Referral
7692,2024-01-17,Tier 1,Referral
7693,2024-07-14,Tier 1,Influencer
7694,2024-11-22,Tier 2,Google Ads
7695,2024-11-13,Tier 1,Organic
7696,2024-10-23,Tier 2,Referral
7697,2024-09-08,Tier 1,Organic
7698,2024-04-28,Tier 2,
7699,2024-06-10,Tier 1,Organic
7700,2024-07-16,Tier 3,Google Ads
7701,2024-02-14,Tier 3,Influencer
7702,2024-11-09,Tier 1,Google Ads
7703,2024-06-27,Tier 1,Organic
7704,2024-02-13,Tier 2,Google Ads
7705,2024-09-27,Tier 1,Organic
7706,2024-03-18,Tier 2,Google Ads
7707,2024-11-21,Tier 1,Google Ads
7708,2024-06-26,Tier 3,Influencer
7709,2024-12-22,Tier 3,Organic
7710,2024-01-03,Tier 2,Referral
7711,2024-08-01,Tier 2,Influencer
7712,2024-12-07,Tier 3,Influencer
7713,2024-03-14,Tier 3,Organic
7714,2024-02-20,Tier 3,Google Ads
7715,2024-03-07,Tier 1,Organic
7716,2024-11-27,Tier 1,Google Ads
7717,2024-04-02,Tier 2,Organic
7718,2024-06-24,Tier 2,Influencer
7719,2024-05-24,Tier 1,Organic
7720,2024-01-07,Tier 1,
7721,2024-09-25,Tier 3,Google Ads
7722,2024-11-17,Tier 3,Influencer
7723,2024-01-04,Tier 2,Referral
7724,2024-05-17,Tier 3,Organic
7725,2024-08-18,Tier 2,Organic
7726,2024-03-28,Tier 3,Organic
7727,2024-01-17,Tier 2,Influencer
7728,2024-02-21,Tier 1,Referral
7729,2024-05-13,Tier 2,Referral
7730,2024-07-29,Tier 2,Organic
7731,2024-11-20,Tier 2,Influencer
7732,2024-08-06,Tier 1,Referral
7733,2024-07-23,Tier 3,Influencer
7734,2024-07-29,Tier 1,Referral
7735,2024-10-03,Tier 1,Google Ads
7736,2024-01-24,Tier 2,Google Ads
7737,2024-01-04,Tier 2,Organic
7738,2024-05-31,Tier 2,Referral
7739,2024-09-15,Tier 3,Referral
7740,2024-11-19,Tier 2,Organic
7741,2024-12-22,Tier 2,Organic
7742,2024-06-16,Tier 2,Organic
7743,2024-06-24,Tier 1,Influencer
7744,2024-11-05,Tier 2,Organic
7745,2024-10-17,Tier 3,Google Ads
7746,2024-02-25,Tier 1,Organic
7747,2024-04-17,Tier 2,Google Ads
7748,2024-10-22,Tier 3,Referral
7749,2024-11-19,Tier 2,Influencer
7750,2024-10-28,Tier 2,Organic
7751,2024-11-29,Tier 3,Referral
7752,2024-05-20,Tier 1,Google Ads
7753,2024-06-03,Tier 1,Influencer
7754,2024-09-18,Tier 3,Organic
7755,2024-09-29,Tier 3,Organic
7756,2024-08-19,Tier 2,Google Ads
7757,2024-08-28,Tier 2,Organic
7758,2024-12-20,Tier 3,Organic
7759,2024-12-02,Tier 2,Referral
7760,2024-09-14,Tier 1,Referral
7761,2024-09-05,Tier 1,Google Ads
7762,2024-03-17,Tier 2,Referral
7763,2024-06-28,Tier 3,Google Ads
7764,2024-03-06,Tier 3,Referral
7765,2024-11-03,Tier 3,Referral
7766,2024-12-13,Tier 3,Referral
7767,2024-06-19,Tier 2,
7768,2024-01-22,Tier 2,Organic
7769,2024-04-16,Tier 3,Google Ads
7770,2024-11-18,Tier 2,Google Ads
7771,2024-08-14,Tier 2,Influencer
7772,2024-08-03,Tier 1,Google Ads
7773,2024-03-09,Tier 3,Organic
7774,2024-03-24,Tier 2,Organic
7775,2024-04-12,Tier 2,Organic
7776,2024-02-08,Tier 2,Referral
7777,2024-01-13,Tier 2,Google Ads
7778,2024-10-23,Tier 1,Referral
7779,2024-11-08,Tier 3,
7780,2024-06-29,Tier 1,Influencer
7781,2024-09-24,Tier 1,Influencer
7782,2024-01-13,Tier 2,Referral
7783,2024-04-29,Tier 2,Influencer
7784,2024-12-18,Tier 3,Google Ads
7785,2024-02-26,Tier 3,Influencer
7786,2024-02-09,Tier 3,Influencer
7787,2024-12-01,Tier 1,Influencer
7788,2024-05-07,Tier 1,Referral
7789,2024-06-21,Tier 2,Influencer
7790,2024-02-04,Tier 1,Google Ads
7791,2024-09-15,Tier 3,Organic
7792,2024-01-05,Tier 2,Google Ads
7793,2024-08-05,Tier 3,Influencer
7794,2024-01-11,Tier 1,Organic
7795,2024-11-22,Tier 2,Referral
7796,2024-04-26,Tier 2,Google Ads
7797,2024-07-02,Tier 1,Google Ads
7798,2024-12-27,Tier 2,Influencer
7799,2024-04-25,Tier 2,Influencer
7800,2024-06-10,Tier 2,Referral
7801,2024-03-07,Tier 2,Organic
7802,2024-07-18,Tier 1,Google Ads
7803,2024-01-31,Tier 2,Google Ads
7804,2024-03-15,Tier 1,Google Ads
7805,2024-08-24,Tier 1,Organic
7806,2024-11-22,Tier 1,Google Ads
7807,2024-03-06,Tier 1,Google Ads
7808,2024-03-10,Tier 2,Referral
7809,2024-10-23,Tier 1,Google Ads
7810,2024-01-20,Tier 2,Google Ads
7811,2024-08-13,Tier 2,Organic
7812,2024-07-17,Tier 2,Influencer
7813,2024-02-08,Tier 3,Google Ads
7814,2024-05-24,Tier 2,Organic
7815,2024-02-14,Tier 2,Google Ads
7816,2024-11-21,Tier 3,Influencer
7817,2024-03-31,Tier 2,Influencer
7818,2024-08-25,Tier 2,Referral
7819,2024-03-10,Tier 2,Organic
7820,2024-06-14,Tier 2,Referral
7821,2024-05-09,Tier 3,Influencer
7822,2024-08-01,Tier 1,Referral
7823,2024-12-05,Tier 1,Influencer
